Country,Region,Subregion,Indicator,Dimension,Category,Year
Kyrgyzstan,Asia,Central Asia,Violent offences,by type of offence,Kidnapping,2007
Republic of Korea,Asia,Eastern Asia,Violent offences,by type of offence,Kidnapping,2007
Kuwait,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,2007
Liechtenstein,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,2007
Lesotho,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Kidnapping,2007
Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,2007
Luxembourg,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,2007
Latvia,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,2007
Morocco,Africa,Northern Africa,Violent offences,by type of offence,Kidnapping,2007
Republic of Moldova,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,2007
Maldives,Asia,Southern Asia,Violent offences,by type of offence,Kidnapping,2007
Mexico,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2007
North Macedonia,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,2007
Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,2007
Mongolia,Asia,Eastern Asia,Violent offences,by type of offence,Kidnapping,2007
Nigeria,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Kidnapping,2007
Netherlands (Kingdom of the),Europe,Western Europe,Violent offences,by type of offence,Kidnapping,2007
New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,2007
Oman,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,2007
Panama,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2007
Peru,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2007
Philippines,Asia,South-eastern Asia,Violent offences,by type of offence,Kidnapping,2007
Poland,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,2007
Portugal,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,2007
Romania,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,2007
Russian Federation,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,2007
Singapore,Asia,South-eastern Asia,Violent offences,by type of offence,Kidnapping,2007
El Salvador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2007
Serbia,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,2007
Sao Tome and Principe,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Kidnapping,2007
Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,2007
Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,2007
Syrian Arab Republic,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,2007
Thailand,Asia,South-eastern Asia,Violent offences,by type of offence,Kidnapping,2007
Tajikistan,Asia,Central Asia,Violent offences,by type of offence,Kidnapping,2007
Trinidad and Tobago,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2007
Türkiye,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,2007
Uganda,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Kidnapping,2007
Ukraine,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,2007
Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2007
Yemen,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,2007
Zimbabwe,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Kidnapping,2007
Albania,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,2008
Andorra,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,2008
Armenia,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,2008
Austria,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,2008
Azerbaijan,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,2008
Burundi,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Kidnapping,2008
Belgium,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,2008
Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,2008
Bahamas,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2008
Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,2008
Belarus,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,2008
Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2008
Brazil,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2008
Barbados,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2008
Canada,Americas,Northern America,Violent offences,by type of offence,Kidnapping,2008
Switzerland,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,2008
Chile,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2008
Colombia,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2008
Costa Rica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2008
Cyprus,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,2008
Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,2008
Germany,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,2008
Algeria,Africa,Northern Africa,Violent offences,by type of offence,Kidnapping,2008
Egypt,Africa,Northern Africa,Violent offences,by type of offence,Kidnapping,2008
Spain,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,2008
Estonia,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,2008
Finland,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,2008
France,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,2008
United Kingdom (England and Wales),Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,2008
United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,2008
United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,2008
Georgia,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,2008
Guinea,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Kidnapping,2008
Greece,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,2008
Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2008
Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2008
"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Violent offences,by type of offence,Kidnapping,2008
Croatia,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,2008
Hungary,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,2008
Indonesia,Asia,South-eastern Asia,Violent offences,by type of offence,Kidnapping,2008
India,Asia,Southern Asia,Violent offences,by type of offence,Kidnapping,2008
Ireland,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,2008
Iraq (Central Iraq),Asia,Western Asia,Violent offences,by type of offence,Kidnapping,2008
Israel,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,2008
Italy,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,2008
Jamaica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2008
Japan,Asia,Eastern Asia,Violent offences,by type of offence,Kidnapping,2008
Kazakhstan,Asia,Central Asia,Violent offences,by type of offence,Kidnapping,2008
Kenya,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Kidnapping,2008
Kyrgyzstan,Asia,Central Asia,Violent offences,by type of offence,Kidnapping,2008
Republic of Korea,Asia,Eastern Asia,Violent offences,by type of offence,Kidnapping,2008
Kuwait,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,2008
Lebanon,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,2008
Liechtenstein,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,2008
Sri Lanka,Asia,Southern Asia,Violent offences,by type of offence,Kidnapping,2008
Lesotho,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Kidnapping,2008
Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,2008
Luxembourg,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,2008
Latvia,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,2008
"China, Macao Special Administrative Region",Asia,Eastern Asia,Violent offences,by type of offence,Kidnapping,2008
Morocco,Africa,Northern Africa,Violent offences,by type of offence,Kidnapping,2008
Republic of Moldova,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,2008
Maldives,Asia,Southern Asia,Violent offences,by type of offence,Kidnapping,2008
Mexico,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2008
North Macedonia,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,2008
Malta,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,2008
Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,2008
Mongolia,Asia,Eastern Asia,Violent offences,by type of offence,Kidnapping,2008
Nigeria,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Kidnapping,2008
Netherlands (Kingdom of the),Europe,Western Europe,Violent offences,by type of offence,Kidnapping,2008
New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,2008
Oman,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,2008
Panama,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2008
Peru,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2008
Philippines,Asia,South-eastern Asia,Violent offences,by type of offence,Kidnapping,2008
Poland,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,2008
Portugal,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,2008
Paraguay,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2008
State of Palestine,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,2008
Romania,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,2008
Russian Federation,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,2008
Rwanda,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Kidnapping,2008
Sudan,Africa,Northern Africa,Violent offences,by type of offence,Kidnapping,2008
Singapore,Asia,South-eastern Asia,Violent offences,by type of offence,Kidnapping,2008
El Salvador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2008
Serbia,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,2008
Sao Tome and Principe,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Kidnapping,2008
Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,2008
Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,2008
Syrian Arab Republic,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,2008
Thailand,Asia,South-eastern Asia,Violent offences,by type of offence,Kidnapping,2008
Tajikistan,Asia,Central Asia,Violent offences,by type of offence,Kidnapping,2008
Trinidad and Tobago,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2008
Türkiye,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,2008
Uganda,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Kidnapping,2008
Ukraine,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,2008
Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2008
Kosovo under UNSCR 1244,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,2008
Yemen,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,2008
Zimbabwe,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Kidnapping,2008
Albania,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,2009
Andorra,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,2009
Armenia,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,2009
Austria,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,2009
Azerbaijan,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,2009
Burundi,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Kidnapping,2009
Belgium,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,2009
Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,2009
Bahamas,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2009
Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,2009
Belarus,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,2009
Belize,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2009
Bermuda,Americas,Northern America,Violent offences,by type of offence,Kidnapping,2009
Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2009
Brazil,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,2009
